OBJECTID_1,STATION NAME,Total Population,White Alone,Black or African American Alone,Asian Alone,American Indian & Alaskan Native Alone,Other Race,Population of Two or More races,Hispanic or Latino,Not Hispanic or Latino,Total Population Percent,White Alone Percent,Black or African American Alone Percent,Asian Alone Percent,American Indian & Alaskan Native Percent,Others Percent,Population of Two or More Races Percent,Hispanic or Latino Percent,Not Hispanic or Latino Percent,Total Population,Under 5 Years,5 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 years and Over,Total Population Percent,Under 5 Years Percent,5 to 17 Years Percent,18 to 24 Years Percent,25 to 34 Years Percent,35 to 44 Years Percent,45 to 54 Years Percent,55 to 64 Years Percent,65 Years and Ober Percent,Total Households,1 Person Households,2 or More Person Households,Family Households,Non-Family Households,Total Households Percent,1 Person Households Percent,2 or More Person Households Percent,Family Households Percent,Non-Family Households Percent,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Owner-Occupied Units,Renter-Occupied Units,Total Housing Units Percent,Occupied Housing Units Percent,Vacant Housing Units Percent,Owner-Occupied Units Percent,Renter-Occupied Units Percent,Occupied Units Percent (Check digit),Population for Education,Number High School Graduate or Higher,Number Bachelor Degree or Better,Educational Total Percent,Percent High School Graduate or Higher,Percent Bachelor Degree or Higher,Estimate Total Number of Families,Estimate Below Poverty,Estimate Number of Families Percent,Estimate Below Poverty Percent,Workers 16 Years and Over,"Car, Truck, or Van - Drove Alone","Car, Truck, or Van - Carpooled",Public Transportation (including Taxi),Walked,Other Means,Worked at Home,Workers 16 Years and Over Percent,"Car, Truck, or Van - Drove Alone Percent","Car, Truck, or Van - Carpooled Percent",Public Transportation (including Taxi) Percent,Walked Percent,Other means Percent,Worked at Home Percent,Median Travel Time to Work (in minutes),Total Number of Households for Income,"Less than $24,999","$25,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 to $149,999","$150,000 or More",Number of Households Percent,"Less than $24,999 Percent","$25,000 to $49,999 Percent","$50,000 to $74,999 Percent","$75,000 to $99,999 Percent","$100,000 to $149,999 Percent","$150,000 or More",Median Household Income,Total Housing Units,"1-unit, detached","1-unit, attached",2 units,3 to 4 units,5 to 9 units,10 to 19 units,20 or more units,Mobile home,"Boat, RV, van, etc.",Total Housing Units Percent,"1-unit, detached Percent","1-unit, attached Percent",2 units Percent,3 to 4 units Percent,5 to 9 Units Percent,10 to 19 units Percent,20 or more units Percent,Mobile home Percent,"Boat, RV, van, etc. Percent",Owned Units (Valued),"Less than $50,000","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $199,999","$200,000 to $299,999","$300,000 to $499,999","$500,000 to $999,999","$1,000,000 or more",Valued Units Percent,"Less than $50,000 Percent","$50,000 to $99,999 Percent","$100,000 to $149,999 Percent","$150,000 to $199,999 Percent","$200,000 to $299,999 Percent","$300,000 to 499,999 Percent","$500,000 to $999,999 Percent","$1,000,000 or more Percent",Median Value (owner-occupied),Household Population for Vehicles,No Vehicle Available,1 Vehicle Available,2 Vehicles Available,3 or More Vehicles Available,Household Vehicles Percent,No Vehicle Available Percent,1 Vehicle Available Percent,2 Vehicles Available Percent,3 or More Vehicles Available Percent,Specified Renter-Occupied Units,Units with Cash Rent,Less than $200,$200 to $299,$300 to $499,$500 to $749,$750 to $999,"$1,000 to $1,499","$1,500 or More",No Cash Rent,Total Rental Units Percent,Units with Cash Rent Percent,Less than $200 Percent,$200 to $299 Percent,$300 to $499 Percent,$500 to $749 Percent,$750 to $999 Percent,"$1,000 to $1,499 Percent","$1,500 or more Percent",No Cash Rent Percent,Median (gross rent),x,y
60,LAUREL RACE TRACK,11569,4037,4564,1471,6,549,1884,1796,9773,1,0.35,0.39,0.13,0,0.05,0.16,0.16,0.84,11569,831,2208,923,2235,1835,1627,1301,609,1,0.07,0.19,0.08,0.19,0.16,0.14,0.11,0.05,4066,1066,3000,2705,1361,1,0.26,0.74,0.67,0.33,4381,4066,315,1819,2247,1,0.93,0.07,0.45,0.55,1,7607,4879,2877,1,0.64,0.38,2705,181,1,0.07,6217,4801,484,426,271,38,197,1,0.77,0.08,0.07,0.04,0.01,0.03,30.52,4066,351,810,717,674,847,667,1,0.09,0.2,0.18,0.17,0.21,0.16,80749.26,4381,1121,1328,28,103,250,914,585,52,0,1,0.26,0.3,0.01,0.02,0.06,0.21,0.13,0.01,0,1819,57,23,71,115,424,1099,176,8,1,0.03,0.01,0.04,0.06,0.23,0.6,0.1,0,339945.4,4066,115,1672,1591,674,1,0.03,0.41,0.39,0.17,2247,2227,0,0,0,29,119,740,1359,20,1,0.99,0,0,0,0.01,0.05,0.33,0.6,0.01,2080.92,414371.7048999965,159750.2404000014
106,LEXINGTON MARKET,19404,8141,8420,1723,187,352,1162,641,18763,1,0.42,0.43,0.09,0.01,0.02,0.06,0.03,0.97,19404,619,1926,2606,6653,2100,1806,1555,2139,1,0.03,0.1,0.13,0.34,0.11,0.09,0.08,0.11,10757,6380,4377,2521,8236,1,0.59,0.41,0.23,0.77,12561,10757,1804,1564,9193,1,0.86,0.14,0.15,0.85,1,14253,10287,7885,1,0.72,0.55,2521,504,1,0.2,9525,4092,434,1727,2714,206,352,1,0.43,0.05,0.18,0.28,0.02,0.04,21.55,10757,4184,2312,1631,946,798,886,1,0.39,0.21,0.15,0.09,0.07,0.08,37916.31,12561,328,2261,410,848,1422,764,6499,9,20,1,0.03,0.18,0.03,0.07,0.11,0.06,0.52,0,0,1564,69,61,236,218,408,335,672,31,1,0.04,0.04,0.15,0.14,0.26,0.21,0.43,0.02,248529.41,10757,4643,4622,1228,249,1,0.43,0.43,0.11,0.02,9193,9096,330,881,821,1129,965,3022,2045,97,1,0.99,0.04,0.1,0.09,0.12,0.1,0.33,0.22,0.01,1069.82,432686.3791999966,180513.3473000005
104,LEXINGTON MARKET-NORTHBOUND,18445,8030,7585,1715,187,347,1162,647,17798,1,0.44,0.41,0.09,0.01,0.02,0.06,0.04,0.96,18445,449,1747,2556,6296,2020,1734,1534,2109,1,0.02,0.09,0.14,0.34,0.11,0.09,0.08,0.11,10093,6039,4054,2301,7792,1,0.6,0.4,0.23,0.77,11726,10093,1633,1472,8621,1,0.86,0.14,0.15,0.85,1,13693,9982,7745,1,0.73,0.57,2301,388,1,0.17,9137,3851,459,1653,2599,206,369,1,0.42,0.05,0.18,0.28,0.02,0.04,21.63,10093,3751,2170,1592,922,802,856,1,0.37,0.22,0.16,0.09,0.08,0.08,39925.12,11726,273,2063,249,660,1310,694,6448,9,20,1,0.02,0.18,0.02,0.06,0.11,0.06,0.55,0,0,1472,53,61,231,170,390,330,648,31,1,0.04,0.04,0.16,0.12,0.26,0.22,0.44,0.02,256666.67,10093,4285,4355,1209,229,1,0.42,0.43,0.12,0.02,8621,8543,284,821,756,985,867,2886,2022,78,1,0.99,0.03,0.1,0.09,0.11,0.1,0.33,0.23,0.01,1096.76,432818.72569999844,180547.69750000164
103,LEXINGTON MARKET-SOUTHBOUND,15795,8156,4948,1654,178,347,1024,631,15164,1,0.52,0.31,0.1,0.01,0.02,0.06,0.04,0.96,15795,225,1038,2305,6038,1725,1351,1302,1811,1,0.01,0.07,0.15,0.38,0.11,0.09,0.08,0.11,9100,5531,3569,1831,7269,1,0.61,0.39,0.2,0.8,10567,9100,1467,1407,7693,1,0.86,0.14,0.15,0.85,1,12227,9424,7803,1,0.77,0.64,1831,183,1,0.1,8586,3640,307,1399,2719,206,315,1,0.42,0.04,0.16,0.32,0.02,0.04,21.14,9100,3005,1966,1482,913,808,926,1,0.33,0.22,0.16,0.1,0.09,0.1,44646.49,10567,294,1264,279,770,1232,534,6165,9,20,1,0.03,0.12,0.03,0.07,0.12,0.05,0.58,0,0,1407,61,43,117,154,408,311,659,89,1,0.04,0.03,0.08,0.11,0.29,0.22,0.47,0.06,280514.71,9100,3480,4238,1105,262,1,0.38,0.47,0.12,0.03,7693,7622,164,523,457,817,830,2905,1997,71,1,0.99,0.02,0.07,0.06,0.11,0.11,0.38,0.26,0.01,1175.56,432821.95380000025,180370.95439999923
27,LINTHICUM,8548,7708,198,334,130,28,300,69,8479,1,0.9,0.02,0.04,0.02,0,0.04,0.01,0.99,8548,433,1328,640,1068,985,1346,1161,1587,1,0.05,0.16,0.07,0.12,0.12,0.16,0.14,0.19,2921,601,2320,2264,657,1,0.21,0.79,0.78,0.22,3149,2921,228,2674,247,1,0.93,0.07,0.92,0.08,1,6147,3962,2201,1,0.64,0.36,2264,58,1,0.03,4114,3470,405,81,27,27,104,1,0.84,0.1,0.02,0.01,0.01,0.03,22.32,2921,237,392,381,433,678,800,1,0.08,0.13,0.13,0.15,0.23,0.27,101290.56,3149,3030,0,40,44,35,0,0,0,0,1,0.96,0,0.01,0.01,0.01,0,0,0,0,2674,47,11,19,36,1100,1333,319,9,1,0.02,0,0.01,0.01,0.41,0.5,0.12,0,318604.65,2921,93,703,1332,722,1,0.03,0.24,0.46,0.25,247,236,0,0,45,38,26,46,92,11,1,0.96,0,0,0.18,0.15,0.11,0.19,0.37,0.04,1097.83,429770.0327000022,170523.2049999982
128,LONG BRANCH,22129,8778,6020,1188,87,5316,1480,8275,13854,1,0.4,0.27,0.05,0,0.24,0.07,0.37,0.63,22129,1996,3485,1882,3890,3755,2850,2516,1755,1,0.09,0.16,0.09,0.18,0.17,0.13,0.11,0.08,7461,1750,5711,5001,2460,1,0.23,0.77,0.67,0.33,7918,7461,457,3349,4112,1,0.94,0.06,0.45,0.55,1,14766,8973,6380,1,0.61,0.43,5001,405,1,0.08,12150,6418,1739,2893,353,167,580,1,0.53,0.14,0.24,0.03,0.01,0.05,34.74,7461,808,1787,1369,789,1372,1336,1,0.11,0.24,0.18,0.11,0.18,0.18,70735.94,7918,3007,648,141,577,1400,1063,1082,0,0,1,0.38,0.08,0.02,0.07,0.18,0.13,0.14,0,0,3349,33,60,136,166,382,1509,1662,31,1,0.01,0.02,0.04,0.05,0.11,0.45,0.5,0.01,418952.95,7461,946,3396,2310,798,1,0.13,0.46,0.31,0.11,4112,4053,8,7,37,137,446,2645,832,59,1,0.99,0,0,0.01,0.03,0.11,0.64,0.2,0.01,1263.04,399892.2775000036,147899.92639999837
7,LUTHERVILLE,7283,5676,191,1188,0,61,334,238,7045,1,0.78,0.03,0.16,0,0.01,0.05,0.03,0.97,7283,464,1238,434,801,1042,1154,1132,1018,1,0.06,0.17,0.06,0.11,0.14,0.16,0.16,0.14,2740,627,2113,2016,724,1,0.23,0.77,0.74,0.26,2829,2740,89,2338,402,1,0.97,0.03,0.85,0.15,1,5147,3800,3107,1,0.74,0.6,2016,23,1,0.01,3521,2922,185,156,69,5,184,1,0.83,0.05,0.04,0.02,0,0.05,23.69,2740,212,310,425,404,731,658,1,0.08,0.11,0.16,0.15,0.27,0.24,101299.59,2829,2170,323,9,19,52,144,65,47,0,1,0.77,0.11,0,0.01,0.02,0.05,0.02,0.02,0,2338,60,0,17,49,522,1364,592,0,1,0.03,0,0.01,0.02,0.22,0.58,0.25,0,376392.96,2740,69,740,1429,479,1,0.03,0.27,0.52,0.17,402,402,0,0,25,0,66,228,83,0,1,1,0,0,0.06,0,0.16,0.57,0.21,0,1241.23,432102.37380000204,195694.89970000088
110,LYTTONSVILLE,11003,6089,2887,622,115,1053,474,2380,8623,1,0.55,0.26,0.06,0.01,0.1,0.04,0.22,0.78,11003,818,1980,886,1048,1806,1768,1108,1589,1,0.07,0.18,0.08,0.1,0.16,0.16,0.1,0.14,4064,1086,2978,2711,1353,1,0.27,0.73,0.67,0.33,4098,4064,34,2356,1708,1,0.99,0.01,0.58,0.42,1,7319,5284,4374,1,0.72,0.6,2711,163,1,0.06,5386,3078,387,1356,93,114,358,1,0.57,0.07,0.25,0.02,0.02,0.07,31.98,4064,512,547,385,604,665,1351,1,0.13,0.13,0.09,0.15,0.16,0.33,99337.75,4098,2131,298,36,199,200,439,795,0,0,1,0.52,0.07,0.01,0.05,0.05,0.11,0.19,0,0,2356,37,37,13,15,58,357,2251,278,1,0.02,0.02,0.01,0.01,0.02,0.15,0.96,0.12,711723.25,4064,358,1499,1731,470,1,0.09,0.37,0.43,0.12,1708,1622,0,0,107,0,43,306,1252,86,1,0.95,0,0,0.06,0,0.03,0.18,0.73,0.05,2492.7,395391.0295000002,148122.63859999925
129,MANCHESTER PLACE,17856,8117,4613,879,29,3298,1840,5404,12452,1,0.45,0.26,0.05,0,0.18,0.1,0.3,0.7,17856,1621,2899,1366,2868,3180,2276,2136,1510,1,0.09,0.16,0.08,0.16,0.18,0.13,0.12,0.08,6470,1698,4772,4273,2197,1,0.26,0.74,0.66,0.34,6789,6470,319,3059,3411,1,0.95,0.05,0.47,0.53,1,11970,8196,6302,1,0.68,0.53,4273,411,1,0.1,9940,5336,1012,2424,360,153,655,1,0.54,0.1,0.24,0.04,0.02,0.07,34.76,6470,738,1506,1031,679,1084,1432,1,0.11,0.23,0.16,0.1,0.17,0.22,74030.07,6789,2679,482,70,325,897,1186,1150,0,0,1,0.39,0.07,0.01,0.05,0.13,0.17,0.17,0,0,3059,27,45,133,140,339,1073,1902,31,1,0.01,0.01,0.04,0.05,0.11,0.35,0.62,0.01,457595.53,6470,896,2993,1916,640,1,0.14,0.46,0.3,0.1,3411,3339,0,0,43,91,330,2064,883,72,1,0.98,0,0,0.01,0.03,0.1,0.61,0.26,0.02,1292.03,399346.4627000019,148138.98189999908
47,MARTIN STATE AIRPORT,5979,4710,759,275,0,143,184,213,5766,1,0.79,0.13,0.05,0,0.02,0.03,0.04,0.96,5979,381,637,426,883,852,841,793,1166,1,0.06,0.11,0.07,0.15,0.14,0.14,0.13,0.2,2547,752,1795,1548,999,1,0.3,0.7,0.61,0.39,2748,2547,201,1691,856,1,0.93,0.07,0.66,0.34,1,4535,2707,962,1,0.6,0.21,1548,92,1,0.06,2689,2096,221,35,150,85,102,1,0.78,0.08,0.01,0.06,0.03,0.04,26.36,2547,312,655,498,389,384,309,1,0.12,0.26,0.2,0.15,0.15,0.12,65386.55,2748,923,341,14,24,59,127,424,836,0,1,0.34,0.12,0.01,0.01,0.02,0.05,0.15,0.3,0,1691,360,411,41,109,315,275,318,17,1,0.21,0.24,0.02,0.06,0.19,0.16,0.19,0.01,165366.97,2547,51,1067,889,528,1,0.02,0.42,0.35,0.21,856,844,0,0,0,40,164,322,330,12,1,0.99,0,0,0,0.05,0.19,0.38,0.39,0.01,1338.51,450059.06589999795,185716.82499999925
3,MCCORMICK ROAD,1800,1286,160,269,0,5,160,15,1785,1,0.71,0.09,0.15,0,0,0.09,0.01,0.99,1800,92,177,56,176,305,137,297,560,1,0.05,0.1,0.03,0.1,0.17,0.08,0.17,0.31,747,333,414,370,377,1,0.45,0.55,0.5,0.5,864,747,117,550,197,1,0.86,0.14,0.74,0.26,1,1475,1066,820,1,0.72,0.56,370,26,1,0.07,809,601,45,20,16,32,95,1,0.74,0.06,0.02,0.02,0.04,0.12,18.65,747,124,132,142,44,98,207,1,0.17,0.18,0.19,0.06,0.13,0.28,70686.62,864,299,78,0,0,6,11,470,0,0,1,0.35,0.09,0,0,0.01,0.01,0.54,0,0,550,4,11,11,21,146,132,282,76,1,0.01,0.02,0.02,0.04,0.27,0.24,0.51,0.14,424242.42,747,94,292,230,97,1,0.13,0.39,0.31,0.13,197,192,0,0,0,7,0,33,157,5,1,0.97,0,0,0,0.04,0,0.17,0.8,0.03,2748.76,429329.98349999636,202405.53049999848
73,MEDICAL CENTER,5946,4631,361,658,0,94,404,652,5294,1,0.78,0.06,0.11,0,0.02,0.07,0.11,0.89,5946,396,565,657,1417,907,698,588,718,1,0.07,0.1,0.11,0.24,0.15,0.12,0.1,0.12,2454,1009,1445,1200,1254,1,0.41,0.59,0.49,0.51,2641,2454,187,1193,1261,1,0.93,0.07,0.49,0.51,1,4328,3761,3497,1,0.87,0.81,1200,20,1,0.02,3790,1889,149,686,642,105,319,1,0.5,0.04,0.18,0.17,0.03,0.08,23.72,2454,171,275,362,218,646,782,1,0.07,0.11,0.15,0.09,0.26,0.32,115557.28,2641,1220,33,20,15,166,44,1143,0,0,1,0.46,0.01,0.01,0.01,0.06,0.02,0.43,0,0,1193,13,14,0,0,27,78,1293,174,1,0.01,0.01,0,0,0.02,0.07,1.08,0.15,761837.66,2454,277,1294,633,243,1,0.11,0.53,0.26,0.1,1261,1253,7,25,10,0,24,328,867,8,1,0.99,0.01,0.02,0.01,0,0.02,0.26,0.69,0.01,2438.85,391601.7814999968,148016.938000001
92,METROPOLITAN GROVE,11356,4242,2692,2405,35,1370,1224,3175,8181,1,0.37,0.24,0.21,0,0.12,0.11,0.28,0.72,11356,1041,1762,976,2256,1820,1475,1386,640,1,0.09,0.16,0.09,0.2,0.16,0.13,0.12,0.06,4101,1074,3027,2691,1410,1,0.26,0.74,0.66,0.34,4303,4101,202,1822,2279,1,0.95,0.05,0.44,0.56,1,7577,5112,3717,1,0.67,0.49,2691,184,1,0.07,5826,3965,571,868,119,92,211,1,0.68,0.1,0.15,0.02,0.02,0.04,30.84,4101,630,810,641,607,719,694,1,0.15,0.2,0.16,0.15,0.18,0.17,73810.45,4303,462,1491,12,74,797,1113,354,0,0,1,0.11,0.35,0,0.02,0.19,0.26,0.08,0,0,1822,25,72,170,48,391,727,597,4,1,0.01,0.04,0.09,0.03,0.21,0.4,0.33,0,356396.15,4101,324,1881,1350,537,1,0.08,0.46,0.33,0.13,2279,2234,23,39,17,82,88,995,1035,45,1,0.98,0.01,0.02,0.01,0.04,0.04,0.44,0.45,0.02,1436.18,380401.6693999991,164649.12530000135
34,MILFORD MILL,7075,2080,4763,63,7,75,174,453,6622,1,0.29,0.67,0.01,0,0.01,0.02,0.06,0.94,7075,301,894,576,1090,778,1291,988,1157,1,0.04,0.13,0.08,0.15,0.11,0.18,0.14,0.16,2506,571,1935,1774,732,1,0.23,0.77,0.71,0.29,2534,2506,28,1737,769,1,0.99,0.01,0.69,0.31,1,5304,3037,1702,1,0.57,0.32,1774,105,1,0.06,3298,2537,222,492,15,13,19,1,0.77,0.07,0.15,0,0,0.01,30.52,2506,380,533,505,300,528,260,1,0.15,0.21,0.2,0.12,0.21,0.1,66831.68,2534,1532,417,13,67,195,162,135,13,0,1,0.6,0.16,0.01,0.03,0.08,0.06,0.05,0.01,0,1737,68,106,216,455,680,205,126,0,1,0.04,0.06,0.12,0.26,0.39,0.12,0.07,0,203455.88,2506,308,985,683,508,1,0.12,0.39,0.27,0.2,769,712,0,42,27,0,336,215,149,57,1,0.93,0,0.05,0.04,0,0.44,0.28,0.19,0.07,963.69,424078.90139999986,187969.96200000122
38,MONDAWMIN,10257,251,9647,62,36,102,318,169,10088,1,0.02,0.94,0.01,0,0.01,0.03,0.02,0.98,10257,552,1485,1740,1322,975,1352,1367,1464,1,0.05,0.14,0.17,0.13,0.1,0.13,0.13,0.14,3485,1395,2090,1792,1693,1,0.4,0.6,0.51,0.49,5364,3485,1879,1259,2226,1,0.65,0.35,0.36,0.64,1,6480,3367,918,1,0.52,0.14,1792,383,1,0.21,3625,1629,364,1336,111,50,135,1,0.45,0.1,0.37,0.03,0.01,0.04,30.66,3485,1478,954,548,251,199,55,1,0.42,0.27,0.16,0.07,0.06,0.02,31931.34,5364,228,3389,374,509,292,250,322,0,0,1,0.04,0.63,0.07,0.09,0.05,0.05,0.06,0,0,1259,152,489,321,139,79,28,334,16,1,0.12,0.39,0.25,0.11,0.06,0.02,0.27,0.01,98824.13,3485,1580,1243,625,37,1,0.45,0.36,0.18,0.01,2226,2107,57,65,197,364,413,748,382,119,1,0.95,0.03,0.03,0.09,0.16,0.19,0.34,0.17,0.05,974.38,429951.70650000125,183352.00180000067
99,MONOCACY,3182,2704,292,33,33,0,240,584,2598,1,0.85,0.09,0.01,0.01,0,0.08,0.18,0.82,3182,98,583,255,313,495,392,387,659,1,0.03,0.18,0.08,0.1,0.16,0.12,0.12,0.21,1213,409,804,771,442,1,0.34,0.66,0.64,0.36,1239,1213,26,868,345,1,0.98,0.02,0.72,0.28,1,2246,1238,566,1,0.55,0.25,771,106,1,0.14,1304,962,217,26,0,7,92,1,0.74,0.17,0.02,0,0.01,0.07,21.5,1213,220,212,229,175,133,244,1,0.18,0.17,0.19,0.14,0.11,0.2,69050.22,1239,905,6,0,0,0,0,245,83,0,1,0.73,0,0,0,0,0,0.2,0.07,0,868,89,0,44,71,251,256,246,17,1,0.1,0,0.05,0.08,0.29,0.29,0.28,0.02,291633.47,1213,223,222,323,375,1,0.18,0.18,0.27,0.31,345,327,0,0,0,27,0,199,119,18,1,0.95,0,0,0,0.08,0,0.58,0.34,0.05,1342.96,365993.7476999983,190489.19640000165
85,MORGAN BOULEVARD,12935,501,12054,69,0,15,592,562,12373,1,0.04,0.93,0.01,0,0,0.05,0.04,0.96,12935,1173,2300,1138,2306,1469,1830,1387,1332,1,0.09,0.18,0.09,0.18,0.11,0.14,0.11,0.1,4844,1620,3224,3056,1788,1,0.33,0.67,0.63,0.37,5443,4844,599,2814,2030,1,0.89,0.11,0.58,0.42,1,8324,5396,3094,1,0.65,0.37,3056,160,1,0.05,6506,4505,499,1394,11,32,65,1,0.69,0.08,0.21,0,0,0.01,35.63,4844,349,567,1195,869,1254,610,1,0.07,0.12,0.25,0.18,0.26,0.13,83947.07,5443,901,3272,14,96,221,220,719,0,0,1,0.17,0.6,0,0.02,0.04,0.04,0.13,0,0,2814,38,49,236,786,1001,666,196,17,1,0.01,0.02,0.08,0.28,0.36,0.24,0.07,0.01,229770.23,4844,326,2218,1605,561,1,0.07,0.46,0.33,0.12,2030,1977,0,7,0,9,47,282,1685,53,1,0.97,0,0,0,0,0.02,0.14,0.83,0.03,2837.03,411444.6894999966,136229.19900000095
10,MOUNT WASHINGTON,10426,7617,1137,1134,20,97,842,239,10187,1,0.73,0.11,0.11,0,0.01,0.08,0.02,0.98,10426,801,1912,608,1384,1612,1233,1200,1676,1,0.08,0.18,0.06,0.13,0.15,0.12,0.12,0.16,4229,1290,2939,2660,1569,1,0.31,0.69,0.63,0.37,4479,4229,250,2652,1577,1,0.94,0.06,0.63,0.37,1,7105,5640,5257,1,0.79,0.74,2660,86,1,0.03,5851,4627,482,242,91,106,303,1,0.79,0.08,0.04,0.02,0.02,0.05,24.48,4229,377,410,651,695,844,1252,1,0.09,0.1,0.15,0.16,0.2,0.3,99334.53,4479,1812,831,0,221,970,378,267,0,0,1,0.4,0.19,0,0.05,0.22,0.08,0.06,0,0,2652,91,65,40,152,821,619,1163,108,1,0.03,0.02,0.02,0.06,0.31,0.23,0.44,0.04,350726.98,4229,132,1621,2063,406,1,0.03,0.38,0.49,0.1,1577,1499,7,0,0,10,28,781,751,78,1,0.95,0,0,0,0.01,0.02,0.5,0.48,0.05,1451.02,429973.48889999837,188964.87669999897
120,M-SQUARE,2361,894,547,260,102,519,78,968,1393,1,0.38,0.23,0.11,0.04,0.22,0.03,0.41,0.59,2361,203,270,118,473,503,209,311,274,1,0.09,0.11,0.05,0.2,0.21,0.09,0.13,0.12,694,141,553,507,187,1,0.2,0.8,0.73,0.27,740,694,46,551,143,1,0.94,0.06,0.79,0.21,1,1770,715,485,1,0.4,0.27,507,32,1,0.06,1440,780,405,157,23,19,56,1,0.54,0.28,0.11,0.02,0.01,0.04,40.3,694,82,94,197,59,178,84,1,0.12,0.14,0.28,0.09,0.26,0.12,71700.51,740,648,9,0,0,18,51,14,0,0,1,0.88,0.01,0,0,0.02,0.07,0.02,0,0,551,5,4,6,75,203,249,60,0,1,0.01,0.01,0.01,0.14,0.37,0.45,0.11,0,291379.31,694,33,207,216,238,1,0.05,0.3,0.31,0.34,143,143,0,0,0,14,27,20,82,0,1,1,0,0,0,0.1,0.19,0.14,0.57,0,1948.3,406552.89660000056,144500.33260000125
61,MUIRKIRK,7902,1567,4469,1630,19,168,98,643,7259,1,0.2,0.57,0.21,0,0.02,0.01,0.08,0.92,7902,251,1663,334,780,1068,1438,1179,1189,1,0.03,0.21,0.04,0.1,0.14,0.18,0.15,0.15,2618,828,1790,1707,911,1,0.32,0.68,0.65,0.35,2748,2618,130,2221,397,1,0.95,0.05,0.85,0.15,1,5654,3796,2851,1,0.67,0.5,1707,20,1,0.01,3414,2918,141,261,0,0,94,1,0.85,0.04,0.08,0,0,0.03,34.88,2618,115,323,519,472,433,756,1,0.04,0.12,0.2,0.18,0.17,0.29,93644.07,2748,1485,814,0,0,33,145,234,22,15,1,0.54,0.3,0,0,0.01,0.05,0.09,0.01,0.01,2221,8,35,34,152,584,1223,413,0,1,0,0.02,0.02,0.07,0.26,0.55,0.19,0,348650.86,2618,49,895,1015,489,1,0.02,0.34,0.39,0.19,397,360,0,0,0,13,0,90,294,37,1,0.91,0,0,0,0.03,0,0.23,0.74,0.09,2416.93,410026.10329999775,154994.91690000147
75,NAYLOR ROAD,10576,368,9632,9,15,324,456,413,10163,1,0.03,0.91,0,0,0.03,0.04,0.04,0.96,10576,589,1610,891,1950,1319,1573,1200,1444,1,0.06,0.15,0.08,0.18,0.12,0.15,0.11,0.14,4734,2124,2610,2280,2454,1,0.45,0.55,0.48,0.52,5271,4734,537,1531,3203,1,0.9,0.1,0.32,0.68,1,7486,4247,1543,1,0.57,0.21,2280,206,1,0.09,5325,2812,466,1801,51,10,185,1,0.53,0.09,0.34,0.01,0,0.03,32.69,4734,788,1162,1090,732,770,192,1,0.17,0.25,0.23,0.15,0.16,0.04,59564.22,5271,1087,509,0,74,480,1662,1432,27,0,1,0.21,0.1,0,0.01,0.09,0.32,0.27,0.01,0,1531,108,80,221,390,584,138,180,0,1,0.07,0.05,0.14,0.25,0.38,0.09,0.12,0,195705.13,4734,957,2336,1191,229,1,0.2,0.49,0.25,0.05,3203,3183,59,75,33,43,430,2184,379,20,1,0.99,0.02,0.02,0.01,0.01,0.13,0.68,0.12,0.01,1217.83,403743.5476000011,131478.5987999998
116,NEW CARROLLTON,10118,1253,7062,127,16,1492,336,2227,7891,1,0.12,0.7,0.01,0,0.15,0.03,0.22,0.78,10118,1069,1634,1105,1753,1130,1190,1389,848,1,0.11,0.16,0.11,0.17,0.11,0.12,0.14,0.08,3546,1138,2408,2220,1326,1,0.32,0.68,0.63,0.37,3811,3546,265,1437,2109,1,0.93,0.07,0.41,0.59,1,6310,2932,1266,1,0.46,0.2,2220,159,1,0.07,4599,2963,370,1114,78,64,10,1,0.64,0.08,0.24,0.02,0.01,0,34.65,3546,512,933,953,528,511,109,1,0.14,0.26,0.27,0.15,0.14,0.03,58604.41,3811,953,185,50,98,619,1677,229,0,0,1,0.25,0.05,0.01,0.03,0.16,0.44,0.06,0,0,1437,212,218,148,223,476,153,150,0,1,0.15,0.15,0.1,0.16,0.33,0.11,0.1,0,181502.24,3546,583,1528,1039,383,1,0.16,0.43,0.29,0.11,2109,2105,16,0,9,0,99,1401,584,4,1,1,0.01,0,0,0,0.05,0.66,0.28,0,1331.37,411086.22399999946,142327.15720000118
